config,trie_type,group_depth,pebble_block_size_kb,benchmark,run,block_number,gas_used,tx_count,execution_ms,state_read_ms,state_hash_ms,commit_ms,total_ms,mgas_per_sec,accounts_read,storage_slots_read,code_read,code_bytes_read,accounts_written,accounts_deleted,storage_slots_written,storage_slots_deleted,code_written,code_bytes_written,account_cache_hits,account_cache_misses,account_cache_hit_rate,storage_cache_hits,storage_cache_misses,storage_cache_hit_rate,code_cache_hits,code_cache_misses,code_cache_hit_rate,code_cache_hit_bytes,code_cache_miss_bytes
mpt,mpt,0,4,erc20_approve,79,64763,21000,1,0.0676,0.2034,0.155,0.5186,0.998,21.0424,6,0,0,0,2,0,0,0,0,0,1,5,16.67,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,80,64764,90958,2,0.088,0.1379,1.0525,4.8125,6.1923,14.6889,11,0,0,0,3,0,0,0,1,78,6,5,54.55,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,80,64765,93739282,1,50.3279,590.72,283.3472,39.7786,964.2779,97.2119,8,4094,2,1422,3,0,4094,0,0,0,3,5,37.5,558,3536,13.63,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,80,64766,21000,1,0.0597,0.3593,0.0895,0.5712,1.1658,18.0135,6,0,0,0,2,0,0,0,0,0,2,4,33.33,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,81,64767,90958,2,0.0345,0.1565,0.4668,12.3764,13.0866,6.9505,11,0,0,0,3,0,0,0,1,78,6,5,54.55,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,81,64768,93739282,1,44.4676,587.5592,274.6848,21.2859,928.0829,101.0031,8,4094,2,1422,3,0,4094,0,0,0,4,4,50,677,3417,16.54,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,81,64769,21000,1,0.0569,0.1586,0.1204,0.6507,1.0458,20.0796,6,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,82,64770,90958,2,0.1682,0.1384,0.8849,12.6125,13.8615,6.5619,11,0,0,0,3,0,0,0,1,78,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,82,64771,93739282,1,49.6562,574.3896,278.9482,54.7239,957.8111,97.8682,8,4094,2,1422,3,0,4094,0,0,0,3,5,37.5,595,3499,14.53,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,82,64772,21000,1,0.0552,0.2734,0.1297,0.7883,1.3368,15.7092,6,0,0,0,2,0,0,0,0,0,2,4,33.33,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,83,64773,90958,2,0.0515,0.1507,0.1544,4.5507,4.9646,18.3212,11,0,0,0,3,0,0,0,1,78,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,83,64774,93739282,1,54.9764,619.8826,296.0656,38.9844,1010.008,92.8104,8,4094,2,1422,3,0,4094,0,0,0,3,5,37.5,553,3541,13.51,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,83,64775,21000,1,0.1083,0.1635,0.1817,0.7029,1.2456,16.8593,6,0,0,0,2,0,0,0,0,0,2,4,33.33,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,84,64776,90958,2,0.0648,0.1467,1.0243,9.13,10.422,8.7275,11,0,0,0,3,0,0,0,1,78,6,5,54.55,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,84,64777,93739282,1,42.1678,570.1625,283.3067,31.8295,927.556,101.0605,8,4094,2,1422,3,0,4094,0,0,0,4,4,50,697,3397,17.02,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,84,64778,21000,1,0.0489,0.125,0.1064,0.5896,0.9231,22.7488,6,0,0,0,2,0,0,0,0,0,2,4,33.33,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,85,64779,90958,2,0.0652,0.1041,0.498,6.2333,6.9565,13.0752,11,0,0,0,3,0,0,0,1,78,5,6,45.45,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,85,64780,93739282,1,42.8139,592.6197,299.7015,23.177,958.3986,97.8082,8,4094,2,1422,3,0,4094,0,0,0,3,5,37.5,554,3540,13.53,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,85,64781,21000,1,0.0452,0.2299,0.0945,0.4933,0.9272,22.648,6,0,0,0,2,0,0,0,0,0,2,4,33.33,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,86,64782,90958,2,0.1404,0.2107,0.3304,6.1901,6.954,13.08,11,0,0,0,3,0,0,0,1,78,6,5,54.55,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,86,64783,93739282,1,42.5167,620.3807,282.4421,18.8057,964.2282,97.2169,8,4094,2,1422,3,0,4094,0,0,0,3,5,37.5,642,3452,15.68,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,86,64784,21000,1,0.0515,1.0643,0.1813,0.5335,1.8901,11.1107,6,0,0,0,2,0,0,0,0,0,2,4,33.33,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,87,64785,90958,2,0.0523,0.1437,0.6404,4.8863,5.7979,15.6881,11,0,0,0,3,0,0,0,1,78,5,6,45.45,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,87,64786,93739282,1,50.9131,554.351,302.3866,34.6177,942.3858,99.4702,8,4094,2,1422,3,0,4094,0,0,0,4,4,50,737,3357,18.0,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,87,64787,21000,1,0.0515,0.3083,0.097,0.6482,1.1734,17.8966,6,0,0,0,2,0,0,0,0,0,2,4,33.33,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,88,64788,90958,2,0.041,0.0892,1.0158,12.4915,13.6831,6.6475,11,0,0,0,3,0,0,0,1,78,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,88,64789,93739282,1,48.8573,616.8589,270.7617,27.5362,964.1036,97.2295,8,4094,2,1422,3,0,4094,0,0,0,3,5,37.5,722,3372,17.64,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,88,64790,21000,1,0.0515,0.4097,0.095,0.4902,1.1115,18.8937,6,0,0,0,2,0,0,0,0,0,2,4,33.33,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,89,64791,90958,2,0.0439,0.1027,1.1673,9.1657,10.5291,8.6387,11,0,0,0,3,0,0,0,1,78,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,89,64792,93739282,1,48.6828,583.4406,288.5314,41.7157,962.4609,97.3954,8,4094,2,1422,3,0,4094,0,0,0,4,4,50,534,3560,13.04,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,89,64793,21000,1,0.0469,0.1626,0.0895,0.6247,1.0285,20.4182,6,0,0,0,2,0,0,0,0,0,2,4,33.33,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,90,64794,90958,2,0.1296,0.1358,0.892,12.3453,13.5594,6.7081,11,0,0,0,3,0,0,0,1,78,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,90,64795,93739282,1,50.1333,622.9307,243.9198,19.8124,936.902,100.0524,8,4094,2,1422,3,0,4094,0,0,0,3,5,37.5,692,3402,16.9,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,90,64796,21000,1,0.0596,0.5438,0.103,0.5093,1.2845,16.3487,6,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,91,64797,90958,2,0.0569,0.1275,0.596,6.271,7.1135,12.7867,11,0,0,0,3,0,0,0,1,78,6,5,54.55,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,91,64798,93739282,1,48.9973,593.6537,285.8662,58.2367,986.8455,94.9888,8,4094,2,1422,3,0,4094,0,0,0,3,5,37.5,620,3474,15.14,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,91,64799,21000,1,0.0411,0.0777,0.0798,0.5024,0.7497,28.0121,6,0,0,0,2,0,0,0,0,0,2,4,33.33,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,92,64800,90958,2,0.0962,0.302,0.4037,4.7261,5.6173,16.1925,11,0,0,0,3,0,0,0,1,78,6,5,54.55,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,92,64801,93739282,1,37.5462,524.3802,283.0191,35.8511,880.8787,106.4157,8,4094,2,1422,3,0,4094,0,0,0,3,5,37.5,561,3533,13.7,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,92,64802,21000,1,0.051,0.2412,0.1556,0.6308,1.1565,18.159,6,0,0,0,2,0,0,0,0,0,2,4,33.33,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,93,64803,90958,2,0.1454,0.1246,0.4414,4.7926,5.5778,16.3072,11,0,0,0,3,0,0,0,1,78,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,93,64804,93739282,1,47.4085,594.2798,310.4467,47.1583,999.3843,93.797,8,4094,2,1422,3,0,4094,0,0,0,3,5,37.5,648,3446,15.83,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,93,64805,21000,1,0.0901,0.4151,0.1225,0.6663,1.3646,15.3895,6,0,0,0,2,0,0,0,0,0,2,4,33.33,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,94,64806,90958,2,0.0501,0.1569,0.4419,6.1602,6.8813,13.2182,11,0,0,0,3,0,0,0,1,78,6,5,54.55,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,94,64807,93739282,1,40.5814,598.6218,277.384,25.1983,941.8651,99.5252,8,4094,2,1422,3,0,4094,0,0,0,3,5,37.5,629,3465,15.36,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,94,64808,21000,1,0.1155,0.2362,0.1102,0.6417,1.1854,17.7155,6,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,95,64809,90958,2,0.0507,0.1265,1.0928,12.1224,13.45,6.7627,11,0,0,0,3,0,0,0,1,78,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,95,64810,93739282,1,43.0528,597.7768,244.0778,24.5353,909.6446,103.0504,8,4094,2,1422,3,0,4094,0,0,0,4,4,50,647,3447,15.8,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,95,64811,21000,1,0.0599,0.3505,0.0957,0.5021,1.0658,19.7029,6,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,96,64812,90958,2,0.076,0.1124,1.0681,12.3225,13.6232,6.6767,11,0,0,0,3,0,0,0,1,78,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,96,64813,93739282,1,47.1589,597.7633,302.4202,30.4687,977.8961,95.8581,8,4094,2,1422,3,0,4094,0,0,0,3,5,37.5,702,3392,17.15,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,96,64814,21000,1,0.0627,0.4215,0.1021,0.59,1.2442,16.8783,6,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,97,64815,90958,2,0.0583,0.1364,0.4115,6.1776,6.8319,13.3137,11,0,0,0,3,0,0,0,1,78,6,5,54.55,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,97,64816,93739282,1,42.6558,561.3432,272.6044,29.4732,906.1485,103.448,8,4094,2,1422,3,0,4094,0,0,0,3,5,37.5,615,3479,15.02,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,97,64817,21000,1,0.0612,0.1577,0.178,0.5708,1.0194,20.6003,6,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,98,64818,90958,2,0.0723,0.1624,0.4966,6.0155,6.8149,13.347,11,0,0,0,3,0,0,0,1,78,6,5,54.55,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,98,64819,93739282,1,47.2131,570.213,304.4489,40.5236,962.5139,97.3901,8,4094,2,1422,3,0,4094,0,0,0,3,5,37.5,612,3482,14.95,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,98,64820,21000,1,0.0836,0.2537,0.1842,0.6915,1.2847,16.3463,6,0,0,0,2,0,0,0,0,0,2,4,33.33,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,99,64821,90958,2,0.0399,0.1078,1.1148,10.3614,11.6673,7.7959,11,0,0,0,3,0,0,0,1,78,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,99,64822,93739282,1,42.1337,550.4731,291.9437,28.8411,913.4704,102.6189,8,4094,2,1422,3,0,4094,0,0,0,3,5,37.5,592,3502,14.46,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,99,64823,21000,1,0.0565,0.1173,0.102,0.7515,1.0979,19.1267,6,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,100,64824,90958,2,0.0554,0.1058,0.6584,6.3051,7.1809,12.6667,11,0,0,0,3,0,0,0,1,78,5,6,45.45,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,100,64825,93739282,1,43.6979,542.2452,285.5005,30.3085,901.8652,103.9393,8,4094,2,1422,3,0,4094,0,0,0,4,4,50,490,3604,11.97,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,100,64826,21000,1,0.0542,0.2183,0.0934,0.5309,0.978,21.4734,6,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
